id.exposure	id.outcome	exposure	outcome	snp_r2.exposure	snp_r2.outcome	correct_causal_direction	steiger_pval
GKN2	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.12973253737265e-07	TRUE	2.62035491826904e-197
GLIPR2	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	1.99439430843317e-06	TRUE	2.35157621907764e-181
GLRX2	fa4z0e	Proteins	Bile.duct.cancer	0.0532933892337856	9.60697571046955e-07	TRUE	7.2267447106685e-41
GLRX3	fa4z0e	Proteins	Bile.duct.cancer	0.00734932385474719	3.89526957023359e-07	TRUE	3.1568971742649e-18
GLTPD2	fa4z0e	Proteins	Bile.duct.cancer	0.0364658895497815	1.36319178272752e-07	TRUE	2.60634473567535e-86
GLYAT	fa4z0e	Proteins	Bile.duct.cancer	0.0106949360713028	1.1294285031534e-06	TRUE	1.04312140465553e-25
GMPR	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.25962299331282e-06	TRUE	4.68912220317924e-196
GMPR2	fa4z0e	Proteins	Bile.duct.cancer	0.0582177032869331	3.55316272546966e-08	TRUE	5.37569530948259e-139
GNLY	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	4.30409283591006e-06	TRUE	2.6769266717772e-195
GNMT	fa4z0e	Proteins	Bile.duct.cancer	0.080731446724546	1.08213126415494e-06	TRUE	6.13639087271256e-194
GNPDA1	fa4z0e	Proteins	Bile.duct.cancer	0.0261819728851977	8.30992146325381e-08	TRUE	4.35694004655743e-62
GNPTG	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.47196533370298e-06	TRUE	1.93479543652761e-196
GNRH2	fa4z0e	Proteins	Bile.duct.cancer	0.0335826479119586	4.0412361587077e-07	TRUE	3.02452102357708e-79
GOLM1	fa4z0e	Proteins	Bile.duct.cancer	0.0206438918783024	4.00537897682374e-09	TRUE	2.77313449576684e-49
GP6	fa4z0e	Proteins	Bile.duct.cancer	0.125366462672594	1.3445764321108e-06	TRUE	2.77101096563948e-31
GPC5	fa4z0e	Proteins	Bile.duct.cancer	0.366077343345503	2.176379858422e-06	TRUE	7.5050425052557e-108
GPC6	fa4z0e	Proteins	Bile.duct.cancer	0.00466289336554397	1.77487741441183e-06	TRUE	7.76270172426758e-12
GPCPD1	fa4z0e	Proteins	Bile.duct.cancer	0.00882749439966221	6.86012088649367e-09	TRUE	7.45521504638539e-22
GPD1	fa4z0e	Proteins	Bile.duct.cancer	0.00495784440061784	1.56910242446081e-05	TRUE	1.10095615219315e-11
GPNMB	fa4z0e	Proteins	Bile.duct.cancer	0.0784241688275751	2.42060734166869e-06	TRUE	1.85400511414302e-187
GPR116	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.77714700681872e-06	TRUE	2.78991986126357e-196
GPX7	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	4.27484466149723e-07	TRUE	3.49802375972086e-197
GRAMD1C	fa4z0e	Proteins	Bile.duct.cancer	0.184349081630311	1.37191671940165e-06	TRUE	3.88186443824662e-151
GREM1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.5226686224812e-06	TRUE	2.06119346072629e-196
GRHPR	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.22024270738066e-06	TRUE	1.14010198542768e-195
GRN	fa4z0e	Proteins	Bile.duct.cancer	0.0245856663006871	4.25737415658234e-06	TRUE	4.42556039759471e-57
GRPEL1	fa4z0e	Proteins	Bile.duct.cancer	0.0137437268809786	5.04264332141437e-06	TRUE	4.45756911769966e-32
GSN	fa4z0e	Proteins	Bile.duct.cancer	0.012942657251392	4.36660527485924e-06	TRUE	2.46018424270684e-30
GSR	fa4z0e	Proteins	Bile.duct.cancer	0.0106371152817318	2.06560419256093e-07	TRUE	7.33891640593101e-26
GSS	fa4z0e	Proteins	Bile.duct.cancer	0.0327731108231028	2.81459994443104e-05	TRUE	1.61390374693203e-73
GSTA1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.12789555644632e-07	TRUE	1.3212077997822e-197
GSTO1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.69820532502101e-06	TRUE	1.68702818103036e-195
GSTP1	fa4z0e	Proteins	Bile.duct.cancer	0.0148080675612265	9.68401013013141e-10	TRUE	2.7259250767474e-12
GSTT2B	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.01957873199482e-07	TRUE	2.54187178876524e-197
GSTZ1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.83432383418765e-06	TRUE	1.87728850139111e-195
GUCA2B	fa4z0e	Proteins	Bile.duct.cancer	0.00742964995523669	7.5234036046232e-08	TRUE	1.50356269132322e-18
GUK1	fa4z0e	Proteins	Bile.duct.cancer	0.036765877463099	2.62326307222075e-08	TRUE	3.3155290863639e-87
GXYLT1	fa4z0e	Proteins	Bile.duct.cancer	0.0690189657738384	6.41234188768778e-08	TRUE	1.35895311613215e-165
GZMB	fa4z0e	Proteins	Bile.duct.cancer	0.156219935934346	3.96728136773474e-12	TRUE	2.9311612868419e-126
GZMK	fa4z0e	Proteins	Bile.duct.cancer	0.00869861127509588	8.71773915018843e-06	TRUE	5.48003685434785e-60
GZMM	fa4z0e	Proteins	Bile.duct.cancer	0.0198951891756924	9.72620182190897e-07	TRUE	7.43341539507945e-16
H6PD	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.1352476105058e-05	TRUE	6.03748356531065e-192
HABP4	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.3601155598177e-07	TRUE	2.09149245712092e-197
HADH	fa4z0e	Proteins	Bile.duct.cancer	0.00489212037726294	1.44629690520373e-06	TRUE	2.12360431855578e-12
HAGH	fa4z0e	Proteins	Bile.duct.cancer	0.0186174063925547	1.67306338055289e-05	TRUE	4.39933571204461e-42
HAPLN1	fa4z0e	Proteins	Bile.duct.cancer	0.0112127075302904	1.09822013354593e-05	TRUE	7.96257601717392e-26
HAPLN4	fa4z0e	Proteins	Bile.duct.cancer	0.0066331885880807	5.18050678339727e-06	TRUE	5.63752614985531e-16
HAVCR1	fa4z0e	Proteins	Bile.duct.cancer	0.030002008897023	1.25837666986484e-08	TRUE	6.31552483486115e-187
HAVCR2	fa4z0e	Proteins	Bile.duct.cancer	0.181537554607531	3.44820836766166e-07	TRUE	6.60537735730751e-149
HBZ	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	3.52374977062933e-06	TRUE	8.33293715400879e-207
HDGFRP3	fa4z0e	Proteins	Bile.duct.cancer	0.0034935736027727	1.90353254972241e-09	TRUE	1.50584010444787e-26
HDHD2	fa4z0e	Proteins	Bile.duct.cancer	0.0491735356050117	1.26498055223021e-09	TRUE	4.98184857478663e-38
HDHD3	fa4z0e	Proteins	Bile.duct.cancer	0.0197491498495021	8.18245578539951e-07	TRUE	1.1734305377495e-46
HEBP1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	4.04849209959694e-08	TRUE	8.74578308029341e-198
HEXB	fa4z0e	Proteins	Bile.duct.cancer	0.0391831306847908	1.34048931440005e-05	TRUE	8.08938277143768e-90
HEXIM2	fa4z0e	Proteins	Bile.duct.cancer	0.00874066047966034	2.2377666437072e-08	TRUE	1.26368048749169e-21
HFE2	fa4z0e	Proteins	Bile.duct.cancer	0.00893689752065735	1.24241013602058e-05	TRUE	1.21118375170163e-20
HGD	fa4z0e	Proteins	Bile.duct.cancer	0.0179515111599207	1.54417199737272e-06	TRUE	2.73870628326108e-42
HGFAC	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.02776693814456e-08	TRUE	6.44006347756638e-198
HHIP	fa4z0e	Proteins	Bile.duct.cancer	0.0104742953475034	2.45884995070488e-06	TRUE	5.72094019646076e-25
HIBCH	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	1.47737892206783e-08	TRUE	2.83951328559713e-184
HMHA1	fa4z0e	Proteins	Bile.duct.cancer	0.0200567836540987	1.51802970644181e-05	TRUE	1.82704763119634e-45
HOMER2	fa4z0e	Proteins	Bile.duct.cancer	0.00187026510457321	5.5141810146073e-06	TRUE	1.57884075693045e-13
HP	fa4z0e	Proteins	Bile.duct.cancer	0.287783069923004	1.11441948429889e-06	TRUE	2.3963805652859e-79
HPCAL1	fa4z0e	Proteins	Bile.duct.cancer	0.00655727804771276	2.8784170457207e-06	TRUE	1.43715628618188e-46
HPSE	fa4z0e	Proteins	Bile.duct.cancer	0.015102024188622	2.49494168039115e-06	TRUE	1.53736987765977e-35
HRG	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.34707134371583e-06	TRUE	5.1200200968558e-196
HS6ST3	fa4z0e	Proteins	Bile.duct.cancer	0.00373561422666379	8.95302633739255e-07	TRUE	1.68766607466161e-27
HSD17B14	fa4z0e	Proteins	Bile.duct.cancer	0.00909986093547862	5.93325494299047e-06	TRUE	1.81364734578098e-21
HSF1	fa4z0e	Proteins	Bile.duct.cancer	0.00664334567678882	8.33052957838193e-07	TRUE	1.68752397293114e-16
HSP90B1	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	6.95200264412986e-06	TRUE	3.16086195779727e-206
HSPC159	fa4z0e	Proteins	Bile.duct.cancer	0.00199643776900785	2.43172369520861e-06	TRUE	7.14584207950735e-15
HSPG2	fa4z0e	Proteins	Bile.duct.cancer	0.0322837838975571	5.52157743182152e-06	TRUE	8.91489760703081e-75
HTATIP2	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	9.32161014371461e-07	TRUE	9.07460378883875e-197
HTRA1	fa4z0e	Proteins	Bile.duct.cancer	0.0106283452488255	7.28932172030333e-07	TRUE	1.18337488620893e-25
ICAM1	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	1.19083009609501e-06	TRUE	2.09312004803792e-207
ICAM4	fa4z0e	Proteins	Bile.duct.cancer	0.00630521232218176	1.09421425965102e-10	TRUE	4.71312786396256e-16
ICAM5	fa4z0e	Proteins	Bile.duct.cancer	0.16362589804941	1.61764877935364e-06	TRUE	0
IDH1	fa4z0e	Proteins	Bile.duct.cancer	0.0145699635544761	4.80535299446433e-07	TRUE	6.99962747527218e-105
IDI1	fa4z0e	Proteins	Bile.duct.cancer	0.006553426028695	1.50510860213315e-06	TRUE	3.53480521350601e-16
IDO1	fa4z0e	Proteins	Bile.duct.cancer	0.0255433021232784	8.29601313232648e-08	TRUE	3.53227349836786e-20
IDUA	fa4z0e	Proteins	Bile.duct.cancer	0.183978500148794	8.78138876929059e-07	TRUE	6.04107398586308e-151
IFI16	fa4z0e	Proteins	Bile.duct.cancer	0.0639242787087584	4.2063956708516e-06	TRUE	1.15497968418694e-48
IFNAR1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	6.41225511209838e-06	TRUE	1.07754114111597e-194
IGDCC4	fa4z0e	Proteins	Bile.duct.cancer	0.0490872327567802	1.33383180575669e-07	TRUE	1.41055592867993e-116
IGF2R	fa4z0e	Proteins	Bile.duct.cancer	0.200731153797018	8.26943979306882e-06	TRUE	2.06831022456516e-165
IGFALS	fa4z0e	Proteins	Bile.duct.cancer	0.0211640556955067	2.99338951581674e-05	TRUE	5.75460240700033e-47
IGFBP5	fa4z0e	Proteins	Bile.duct.cancer	0.00112498152015201	8.16579688826067e-06	TRUE	3.1021571533554e-08
IGFBP7	fa4z0e	Proteins	Bile.duct.cancer	0.0679061582514438	9.87573026272535e-06	TRUE	9.38818931530013e-17
IGFLR1	fa4z0e	Proteins	Bile.duct.cancer	0.127641319882728	1.61835578891162e-07	TRUE	4.01590715211685e-101
IGLL1	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	5.68981958149771e-06	TRUE	3.59688210697317e-179
IGLON5	fa4z0e	Proteins	Bile.duct.cancer	0.00353586485960521	1.434983862943e-06	TRUE	6.98503552239795e-26
IHH	fa4z0e	Proteins	Bile.duct.cancer	0.00608990393328547	1.56921243461893e-06	TRUE	4.11095270082198e-15
IL11RA	fa4z0e	Proteins	Bile.duct.cancer	0.0407788995370776	7.99605062854353e-07	TRUE	4.1549426429642e-96
IL12B_IL23A	fa4z0e	Proteins	Bile.duct.cancer	0.0804482702600534	3.03561126183158e-06	TRUE	2.65890951113304e-192
IL12RB1	fa4z0e	Proteins	Bile.duct.cancer	0.265534488456921	1.73669320119189e-06	TRUE	6.83605423490466e-72
IL12RB2	fa4z0e	Proteins	Bile.duct.cancer	0.027720562653705	6.13194702643926e-06	TRUE	2.84539961228446e-21
IL15RA	fa4z0e	Proteins	Bile.duct.cancer	0.117292324603826	2.26135237069547e-07	TRUE	2.47807298613154e-92
IL16	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	2.47977891368224e-06	TRUE	5.45876084536635e-181
IL17B	fa4z0e	Proteins	Bile.duct.cancer	0.00754402332656413	7.78619763926979e-06	TRUE	7.92954094728384e-18
IL17RA	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	4.60167973079803e-07	TRUE	5.1882420284463e-183
IL17RD	fa4z0e	Proteins	Bile.duct.cancer	0.170972005877417	1.17009096288311e-06	TRUE	1.56914407554259e-43
IL18R1	fa4z0e	Proteins	Bile.duct.cancer	0.385796075796877	1.39259683902279e-05	TRUE	4.34291470567242e-115
IL18RAP	fa4z0e	Proteins	Bile.duct.cancer	0.100264504618776	4.40443307438254e-06	TRUE	9.20050365150969e-25
IL1RL1	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	2.91881755747893e-06	TRUE	6.19541083180948e-207
IL1RN	fa4z0e	Proteins	Bile.duct.cancer	0.0132458987314907	1.607548852576e-06	TRUE	4.82245725122038e-81
IL22RA2	fa4z0e	Proteins	Bile.duct.cancer	0.00764739179756123	5.77249512818869e-06	TRUE	3.28527808572809e-18
IL23R	fa4z0e	Proteins	Bile.duct.cancer	0.0645437889598398	6.46364880299924e-06	TRUE	5.038282229836e-16
IL27	fa4z0e	Proteins	Bile.duct.cancer	0.030002008897023	8.47767687834332e-07	TRUE	3.20616892558567e-185
IL27RA	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	4.37894610333374e-07	TRUE	4.75794611827304e-183
IL2RB	fa4z0e	Proteins	Bile.duct.cancer	0.00389958744779996	2.28110173794623e-09	TRUE	1.89897882505449e-29
IL6R	fa4z0e	Proteins	Bile.duct.cancer	0.599764090492822	9.03816607268849e-06	TRUE	1.12503504313462e-230
IL9	fa4z0e	Proteins	Bile.duct.cancer	0.00841305357810122	2.47309031737019e-06	TRUE	2.82415487258636e-20
INHBA_INHBC	fa4z0e	Proteins	Bile.duct.cancer	0.00476881838637407	3.95327169820653e-06	TRUE	7.13175207230937e-12
INHBB	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	3.43850210690527e-06	TRUE	2.31996640640537e-180
INPP5B	fa4z0e	Proteins	Bile.duct.cancer	0.0476024776746649	2.89944409634808e-06	TRUE	1.1863134824147e-111
INSL5	fa4z0e	Proteins	Bile.duct.cancer	0.00538339440410328	5.96648922047723e-06	TRUE	4.13157772833197e-13
IRAK4	fa4z0e	Proteins	Bile.duct.cancer	0.00658945356979572	1.40252810400848e-06	TRUE	2.82230123486482e-16
IRF3	fa4z0e	Proteins	Bile.duct.cancer	0.00597321700157	3.73980572779683e-07	TRUE	4.51270822361711e-15
ISG15	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.22282390755284e-06	TRUE	1.39345924139559e-196
ISOC1	fa4z0e	Proteins	Bile.duct.cancer	0.040891904233489	1.49362642221598e-07	TRUE	7.56202354313551e-97
ITGA2	fa4z0e	Proteins	Bile.duct.cancer	0.00742785834019803	2.4846039469776e-06	TRUE	4.90844517622632e-18
ITIH1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	8.35109232956145e-07	TRUE	7.74922381611593e-197
ITIH2	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	4.17814105434507e-08	TRUE	8.83188577099279e-198
ITIH3	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.1161060272023e-06	TRUE	1.19837660368781e-196
ITIH4	fa4z0e	Proteins	Bile.duct.cancer	0.0193677016561975	2.76051439314598e-09	TRUE	2.58841181471591e-46
ITLN1	fa4z0e	Proteins	Bile.duct.cancer	0.0114774023850705	1.63472767185226e-06	TRUE	2.13826003471467e-27
ITPKA	fa4z0e	Proteins	Bile.duct.cancer	0.0278008945269247	1.81373963279626e-06	TRUE	4.37131812406207e-65
IVD	fa4z0e	Proteins	Bile.duct.cancer	0.0224339884598386	1.65119917878846e-05	TRUE	9.20706563907857e-51
KCNAB2	fa4z0e	Proteins	Bile.duct.cancer	0.0167754079351176	1.28037270663224e-07	TRUE	4.24637012931626e-40
KDELC2	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.05297212921514e-06	TRUE	1.09233382038012e-196
KDR	fa4z0e	Proteins	Bile.duct.cancer	0.0913946824695527	3.20561878585455e-07	TRUE	5.70678155500981e-71
KIAA1161	fa4z0e	Proteins	Bile.duct.cancer	0.0281036161402974	5.89228591853015e-06	TRUE	5.67107333051408e-65
KIAA1467	fa4z0e	Proteins	Bile.duct.cancer	0.0098691040162202	3.56525257391263e-07	TRUE	2.13635484966077e-71
KIAA1549L	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	5.66470363502724e-07	TRUE	4.73303422746785e-197
KIAA2013	fa4z0e	Proteins	Bile.duct.cancer	0.00859526825940411	1.65125585506341e-06	TRUE	8.24537130513658e-21
KIR2DL4	fa4z0e	Proteins	Bile.duct.cancer	0.0385145233258912	7.69291063522777e-07	TRUE	9.89462378215809e-91
KL	fa4z0e	Proteins	Bile.duct.cancer	0.00656753019853537	1.22113542635284e-07	TRUE	3.56905792684328e-48
KLK10	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	1.01640651868716e-05	TRUE	2.22881556446513e-177
KLK11	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.29609928853841e-08	TRUE	7.51039986306553e-198
KLK14	fa4z0e	Proteins	Bile.duct.cancer	0.150676552534078	8.33801241747142e-08	TRUE	3.58530202973991e-121
KLK3	fa4z0e	Proteins	Bile.duct.cancer	0.00114509149518513	2.80122589317026e-06	TRUE	6.51555846213244e-09
KLRB1	fa4z0e	Proteins	Bile.duct.cancer	0.0515355475687665	2.29269627982928e-06	TRUE	2.60505782581435e-121
KLRK1	fa4z0e	Proteins	Bile.duct.cancer	0.0535027057274044	2.28753425157326e-06	TRUE	1.5737657204627e-13
KNG1	fa4z0e	Proteins	Bile.duct.cancer	0.196639814495069	3.11612461432572e-06	TRUE	0
KREMEN1	fa4z0e	Proteins	Bile.duct.cancer	0.0380288170836005	6.81991619358462e-07	TRUE	1.27119676468336e-89
KRT20	fa4z0e	Proteins	Bile.duct.cancer	0.00139968642267559	6.17651202618746e-07	TRUE	3.8888401672034e-11
KRT5	fa4z0e	Proteins	Bile.duct.cancer	0.00766657847810825	1.26445981487533e-06	TRUE	4.70308053412587e-55
KYNU	fa4z0e	Proteins	Bile.duct.cancer	0.307543875944116	1.40598024616661e-06	TRUE	3.90625753358871e-86
LAMB1_LAMC1_LAMA1	fa4z0e	Proteins	Bile.duct.cancer	0.0436445988339743	2.29249476917871e-07	TRUE	1.09514314516403e-33
LAMB1_LAMC1_LAMA2	fa4z0e	Proteins	Bile.duct.cancer	0.0202951065082044	2.05319071021042e-06	TRUE	1.39592393190348e-47
LAMC2	fa4z0e	Proteins	Bile.duct.cancer	0.166985785908262	2.82837586334e-06	TRUE	6.65692558316096e-135
LANCL1	fa4z0e	Proteins	Bile.duct.cancer	0.00865845274620216	4.05926999698658e-07	TRUE	3.15149921820589e-21
LARGE	fa4z0e	Proteins	Bile.duct.cancer	0.00492080297500601	1.0293637421596e-10	TRUE	8.74618385329148e-37
LBP	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.8836930090414e-06	TRUE	1.9505526067343e-195
LCN1	fa4z0e	Proteins	Bile.duct.cancer	0.0105183573432242	1.15406647574897e-07	TRUE	1.21763425816088e-25
LCT	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	4.67774136798154e-06	TRUE	3.50145970969078e-195
LDHA	fa4z0e	Proteins	Bile.duct.cancer	0.0062385879763128	3.06680433049221e-06	TRUE	2.83760099277474e-15
LDHC	fa4z0e	Proteins	Bile.duct.cancer	0.0103830583380723	1.18311103202119e-05	TRUE	6.57020834110101e-24
LDLRAP1	fa4z0e	Proteins	Bile.duct.cancer	0.00954966604155324	2.32909628991851e-08	TRUE	1.71853118584136e-23
LEAP2	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	1.510092267664e-06	TRUE	9.08245553165435e-182
LECT2	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	1.41451470028439e-07	TRUE	1.07306129216145e-183
LEFTY2	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	8.68148510628307e-06	TRUE	6.44914905895046e-178
LEPR	fa4z0e	Proteins	Bile.duct.cancer	0.599764090492822	4.46311553329822e-08	TRUE	6.41218408318506e-232
LGALS2	fa4z0e	Proteins	Bile.duct.cancer	0.0336663846997772	7.15972554020784e-07	TRUE	4.39256136175148e-26
LGALS3	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.06957770610314e-05	TRUE	1.01407811048792e-193
LGALS3BP	fa4z0e	Proteins	Bile.duct.cancer	0.0141929877335402	9.07984997097963e-07	TRUE	8.54025213754147e-34
LGALSL	fa4z0e	Proteins	Bile.duct.cancer	0.00572364841221926	2.7682245888092e-07	TRUE	1.57823654124946e-14
LGR4	fa4z0e	Proteins	Bile.duct.cancer	0.0114451762360233	1.45891687274132e-07	TRUE	9.29241387142556e-28
LILRA3	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.21686570474277e-06	TRUE	1.38202147543877e-196
LILRA4	fa4z0e	Proteins	Bile.duct.cancer	0.0808557412244808	7.74008812133899e-06	TRUE	5.82213621625904e-192
LILRA5	fa4z0e	Proteins	Bile.duct.cancer	0.14134545996302	6.45037253718691e-06	TRUE	9.95974348945026e-112
LILRA6	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	5.49468713970616e-07	TRUE	1.13061169367364e-207
LILRB1	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	4.56708553306432e-07	TRUE	5.11966016637613e-183
LILRB3	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	8.04967522836533e-06	TRUE	3.6795202800329e-178
LIMA1	fa4z0e	Proteins	Bile.duct.cancer	0.0164901368241966	1.86372313456478e-06	TRUE	7.53689394501366e-39
LIPN	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	2.16370347079399e-06	TRUE	4.08117921715917e-207
LMAN2L	fa4z0e	Proteins	Bile.duct.cancer	0.0305851843194291	7.89235405712658e-06	TRUE	2.69352836003629e-23
LMNB1	fa4z0e	Proteins	Bile.duct.cancer	0.0309886817714362	4.63846569497316e-06	TRUE	9.3021758516319e-24
LRIG3	fa4z0e	Proteins	Bile.duct.cancer	0.0172996905405697	2.2131494929028e-06	TRUE	1.2207743584015e-40
LRP11	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.40230475637943e-07	TRUE	1.48719655694317e-197
LRP12	fa4z0e	Proteins	Bile.duct.cancer	0.00517671182565042	1.95573458985741e-06	TRUE	5.52051782557724e-13
LRP4	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	2.04739202489463e-07	TRUE	1.59843274032458e-183
LRP8	fa4z0e	Proteins	Bile.duct.cancer	0.0196147243291333	8.98561510481938e-09	TRUE	7.31409094167388e-47
LRPAP1	fa4z0e	Proteins	Bile.duct.cancer	0.0405070980245782	1.02483991633101e-05	TRUE	2.39394646791092e-93
LRRC15	fa4z0e	Proteins	Bile.duct.cancer	0.069947818983808	1.68872387052831e-05	TRUE	1.49452299570926e-52
LRRN1	fa4z0e	Proteins	Bile.duct.cancer	0.0282798151217354	3.72353855046287e-06	TRUE	8.16476136720149e-22
LSAMP	fa4z0e	Proteins	Bile.duct.cancer	0.0087406958154281	3.96536622794529e-06	TRUE	1.59398429781403e-61
LTF	fa4z0e	Proteins	Bile.duct.cancer	0.0666706399256285	2.16484032768586e-06	TRUE	5.24084988946291e-51
LUM	fa4z0e	Proteins	Bile.duct.cancer	0.0143878056350937	1.00812576672731e-07	TRUE	1.36861872571011e-34
LYPLAL1	fa4z0e	Proteins	Bile.duct.cancer	0.0322055451210653	5.63410437418596e-08	TRUE	2.5543659488745e-76
LYVE1	fa4z0e	Proteins	Bile.duct.cancer	0.0155761510018046	9.78726840953249e-08	TRUE	2.40967281020851e-37
LYZ	fa4z0e	Proteins	Bile.duct.cancer	0.23702367917747	3.7149491499891e-06	TRUE	1.05452951613967e-62
LZIC	fa4z0e	Proteins	Bile.duct.cancer	0.00112241884240114	2.61846315307692e-06	TRUE	8.80977080701934e-09
MAD1L1	fa4z0e	Proteins	Bile.duct.cancer	0.00741536814124864	3.21062242812322e-06	TRUE	6.35178973851076e-18
MAGI2	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.69973555606177e-06	TRUE	2.55070958177739e-196
MAN1A2	fa4z0e	Proteins	Bile.duct.cancer	0.0138474831069307	7.23456166847078e-07	TRUE	1.94141084239279e-99
MAN1C1	fa4z0e	Proteins	Bile.duct.cancer	0.0320755714496164	1.25718989038974e-05	TRUE	2.52929706213565e-73
MAN2B2	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	1.74676759496032e-06	TRUE	1.47007501988462e-181
MANBA	fa4z0e	Proteins	Bile.duct.cancer	0.14314515206321	1.16013640477502e-06	TRUE	4.10607483518304e-114
MANEA	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	1.62645017541857e-08	TRUE	3.83575064924686e-208
MANSC1	fa4z0e	Proteins	Bile.duct.cancer	0.0625190266302927	1.52185173537785e-06	TRUE	2.29895263310102e-148
MANSC4	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.44992854476025e-06	TRUE	1.88166359533299e-196
MAPK12	fa4z0e	Proteins	Bile.duct.cancer	0.078491657772846	1.20713291160885e-07	TRUE	3.38127177215342e-189
MAPK13	fa4z0e	Proteins	Bile.duct.cancer	0.0271859419653724	2.67229486273681e-06	TRUE	4.44576299791362e-21
MAPK9	fa4z0e	Proteins	Bile.duct.cancer	0.0292783016206421	3.24906579927026e-06	TRUE	3.4571273090761e-68
MAPRE2	fa4z0e	Proteins	Bile.duct.cancer	0.00922573437885542	5.72895080578886e-06	TRUE	2.15320711370173e-64
MATN4	fa4z0e	Proteins	Bile.duct.cancer	0.0203076303484835	1.94335509288975e-06	TRUE	8.33121272093785e-145
MAX	fa4z0e	Proteins	Bile.duct.cancer	0.0291394111891363	2.14807869051653e-07	TRUE	6.64767004281054e-69
MBL2	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	9.21986325215117e-07	TRUE	1.66210665691607e-207
MCEE	fa4z0e	Proteins	Bile.duct.cancer	0.0166363435758757	3.81336571551887e-08	TRUE	7.15883283764399e-40
MCF2L	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	5.72822674281231e-08	TRUE	9.82990320891365e-198
MCL1	fa4z0e	Proteins	Bile.duct.cancer	0.0686714527762864	1.85958364510025e-07	TRUE	1.63518116083691e-164
METAP1	fa4z0e	Proteins	Bile.duct.cancer	0.00173145802820566	4.0618419658997e-08	TRUE	7.90163543144358e-14
METTL24	fa4z0e	Proteins	Bile.duct.cancer	0.00677778074702316	5.58449911608757e-07	TRUE	7.20604716658936e-17
